post_id,text,date,source
332,"BNI dukung UMKM dengan kredit baru, info lengkap di web.",2024-02-02,Instagram
333,"QRIS wondr BNI bikin operasi cepat, sukses terus!",2024-07-21,Instagram
334,"BNI Expo 2024 target Rp1T, senang jadi nasabah!",2024-04-14,X
335,"BNI Direct cash transaksi Rp6T, mantap!",2024-07-08,X
336,"BNI Direct cash transaksi Rp6T, mantap!",2024-07-04,X
337,"HUT BNI ke-78, ada diskon apakah tahun ini?",2024-04-10,Facebook
338,"BNI distribusikan dividen Rp13,9T untuk 2023, periksa berita!",2024-03-18,Facebook
339,"Layanan CS BNI lambat, komplain gak ditanggapi!",2024-01-05,Facebook
340,"QRIS wondr BNI bikin transaksi cepat, mantap terus!",2024-07-14,Facebook
341,"Layanan CS BNI lambat, komplain gak ditanggapi!",2024-05-07,Facebook
342,BNI kenapa sih atm senantiasa antre panjang?,2024-07-26,Facebook
343,"QRIS wondr BNI bikin pembayaran cepat, sukses terus!",2024-06-13,Facebook
344,"Laba BNI 2023 Rp 20T, bank terbaik pada Indonesia!",2024-02-27,Instagram
345,"BNI TapCash promo NCT 127 keren banget, hemat 50% di merchant!",2024-01-11,Instagram
346,"TapCash BNI rusak, belum bisa dipakai pada merchant.",2024-05-30,Instagram
347,"Transaksi QRIS gagal, membuat embarrassed pada kasir!",2024-06-23,Instagram
348,"BNI Expo 2024 tujuan Rp1T, senang menjadi nasabah!",2024-01-07,X
349,"QRIS wondr BNI bikin transaksi cepat, sukses terus!",2024-04-07,Instagram
350,"Transaksi QRIS gagal, bikin malu pada kasir!",2024-07-26,X
351,BNI kenapa sih atm selalu antri panjang?,2024-06-03,Instagram
352,"BNI bagikan dividen Rp13,9T untuk 2023, cek berita!",2024-06-22,Instagram
353,BNI kenapa sih atm selalu antre panjang?,2024-02-29,Facebook
354,"BNI Direct cash transaksi Rp6T, mantap!",2024-07-11,Instagram
355,"BNI TapCash promo NCT 127 keren banget, hemat 50% pada merchant!",2024-02-16,Instagram
356,"Layanan CS BNI lambat, komplain gak ditanggapi!",2024-01-05,Facebook
357,"QRIS wondr BNI bikin transaksi cepat, mantap terus!",2024-01-13,X
358,"Transaksi QRIS gagal, membuat malu di kasir!",2024-07-16,Instagram
359,BNI Terbaik Karyawan Penghargaan 2024 diumumkan today ini.,2024-03-25,Facebook
360,BNI kenapa kok atm selalu antri panjang?,2024-01-12,Instagram
361,"BNI Direct cash transaksi Rp6T, mantap!",2024-04-18,Facebook
362,"Transaksi QRIS gagal, bikin malu di kasir!",2024-03-22,Facebook
363,BNI kenapa sih atm selalu antre panjang?,2024-07-14,Instagram
364,BNI kenapa sih atm setiap saat antre panjang?,2024-06-20,X
365,"BNI bagikan keuntungan Rp13,9T untuk 2023, lihat berita!",2024-04-19,Facebook
366,"BNI TapCash promo NCT 127 keren banget, hemat 50% di merchant!",2024-01-27,Instagram
367,BNI Terbaik Karyawan Award 2024 diumumkan hari ini.,2024-05-02,X
368,"BNI support UMKM dengan kredit baru, info lengkap pada web.",2024-01-03,X
369,"QRIS wondr BNI membuat transaksi cepat, sukses terus!",2024-05-11,Instagram
370,"QRIS wondr BNI bikin pembayaran cepat, sukses terus!",2024-06-03,Facebook
371,"BNI Expo 2024 sasaran Rp1T, senang jadi nasabah!",2024-04-05,X
372,"BNI TapCash diskon NCT 127 bagus banget, murah 50% di merchant!",2024-01-19,Instagram
373,"BNI Expo 2024 sasaran Rp1T, bangga jadi nasabah!",2024-07-17,X
374,"Transaksi QRIS gagal, bikin malu di kasir!",2024-01-09,Instagram
375,"QRIS wondr BNI bikin operasi cepat, sukses terus!",2024-01-13,Instagram
376,"BNI Expo 2024 target Rp1T, puas jadi nasabah!",2024-01-02,X
377,"BNI rilis QRIS wondr, ada siapa sudah coba?",2024-02-05,Facebook
378,"Laba BNI 2023 Rp 20T, lembaga keuangan terhebat di Indonesia!",2024-07-12,Instagram
379,"Ulang Tahun BNI ke-78, ada promo apa tahun ini?",2024-03-17,Instagram
380,"QRIS wondr BNI bikin transaksi cepat, mantap terus!",2024-05-14,Facebook
381,"BNI Expo 2024 target Rp1T, bangga jadi nasabah!",2024-06-11,X
382,"Aplikasi BNI Mobile kesalahan lagi, mohon betulkan dong!",2024-07-29,X
383,"Layanan CS BNI lambat, keluhan gak ditanggapi!",2024-06-04,Instagram
384,BNI Best Employee Penghargaan 2024 diumumkan hari ini.,2024-03-08,Facebook
385,"BNI dukung UMKM menggunakan kredit baru, data lengkap di web.",2024-06-11,X
386,"BNI dukung UMKM dengan kredit baru, informasi lengkap pada web.",2024-06-28,Facebook
387,"BNI TapCash promo NCT 127 keren banget, murah 50% di merchant!",2024-07-18,Facebook
388,"BNI TapCash promo NCT 127 bagus banget, hemat 50% di merchant!",2024-01-28,Facebook
389,"BNI dukung UMKM menggunakan pinjaman baru, informasi detail di web.",2024-07-29,X
390,"BNI support UMKM dengan kredit baru, info lengkap di web.",2024-07-30,X
391,BNI Best Employee Award 2024 diumumkan hari ini.,2024-06-01,Instagram
392,"Laba BNI 2023 Rp 20T, bank nomor satu pada Indonesia!",2024-03-06,Instagram
393,"QRIS wondr BNI bikin pembayaran cepat, sukses terus!",2024-07-12,Facebook
394,"BNI distribusikan dividen Rp13,9T untuk 2023, periksa berita!",2024-06-29,X
395,"QRIS wondr BNI membuat pembayaran cepat, berhasil terus!",2024-07-04,Instagram
396,BNI Terbaik Karyawan Penghargaan 2024 diumumkan hari ini.,2024-05-15,Facebook
397,"BNI bagikan dividen Rp13,9T bagi 2023, cek berita!",2024-06-14,Instagram
398,"BNI Expo 2024 sasaran Rp1T, bangga jadi nasabah!",2024-07-19,Facebook
399,"BNI support UMKM menggunakan pinjaman baru, info lengkap pada web.",2024-05-29,X
400,"BNI bagikan dividen Rp13,9T bagi 2023, lihat berita!",2024-07-08,Facebook
401,"BNI Direct cash transaksi Rp6T, mantap!",2024-01-23,Facebook
402,"BNI dukung UMKM dengan pinjaman baru, info lengkap pada web.",2024-07-14,X
403,"Transaksi QRIS gagal, bikin embarrassed di kasir!",2024-03-24,Facebook
404,"BNI distribusikan dividen Rp13,9T bagi 2023, cek berita!",2024-06-12,Facebook
405,"BNI Expo 2024 target Rp1T, bangga jadi nasabah!",2024-06-04,Facebook
406,"BNI bagikan keuntungan Rp13,9T untuk 2023, periksa berita!",2024-06-17,Facebook
407,"QRIS wondr BNI bikin pembayaran cepat, mantap terus!",2024-03-16,X
408,"BNI Expo 2024 sasaran Rp1T, puas menjadi nasabah!",2024-01-19,X
409,BNI Best Karyawan Award 2024 diumumkan today ini.,2024-01-13,Facebook
410,"BNI Expo 2024 target Rp1T, bangga jadi nasabah!",2024-07-24,Facebook
411,"BNI Direct cash transaksi Rp6T, mantap!",2024-05-08,Instagram
412,"BNI dukung UMKM dengan kredit baru, informasi detail di web.",2024-07-23,X
413,"BNI dukung UMKM menggunakan kredit baru, informasi detail di web.",2024-02-08,Facebook
414,"TapCash BNI rusak, tidak dapat dipakai di merchant.",2024-03-17,Facebook
415,"Aplikasi BNI Mobile error lagi, tolong perbaiki dong!",2024-05-29,X
416,"BNI Expo 2024 target Rp1T, bangga jadi nasabah!",2024-01-25,X
417,"BNI Direct cash transaksi Rp6T, mantap!",2024-07-14,X
418,"BNI TapCash promo NCT 127 keren banget, hemat 50% di merchant!",2024-07-06,X
419,"TapCash BNI rusak, tidak bisa digunakan di merchant.",2024-02-04,Instagram
420,BNI Best Karyawan Award 2024 announced hari ini.,2024-04-04,Instagram
421,"Ulang Tahun BNI ke-78, ada diskon apa tahun ini?",2024-04-24,X
422,BNI Terbaik Pegawai Award 2024 diumumkan hari ini.,2024-01-31,X
423,"QRIS wondr BNI bikin transaksi cepat, berhasil terus!",2024-02-19,Facebook
424,"Layanan CS BNI lambat, komplain belum ditanggapi!",2024-04-22,Facebook
425,"QRIS wondr BNI bikin pembayaran cepat, berhasil terus!",2024-07-25,Instagram
426,"Aplikasi BNI Mobile error lagi, mohon perbaiki dong!",2024-06-25,X
427,"BNI Direct cash pembayaran Rp6T, mantap!",2024-05-30,Facebook
428,"BNI bagikan keuntungan Rp13,9T bagi 2023, cek berita!",2024-06-20,Facebook
429,"Laba BNI 2023 Rp 20T, lembaga keuangan nomor satu di Indonesia!",2024-07-01,Facebook
430,"BNI Direct cash operasi Rp6T, mantap!",2024-05-07,Facebook
431,"Laba BNI 2023 Rp 20T, lembaga keuangan terhebat di Indonesia!",2024-03-29,Instagram
432,"HUT BNI ke-78, ada diskon apa year ini?",2024-06-10,Instagram
433,"Transaksi QRIS gagal, bikin malu di kasir!",2024-04-15,X
434,"Laba BNI 2023 Rp 20T, bank terbaik pada Indonesia!",2024-02-22,Facebook
435,"BNI TapCash promosi NCT 127 bagus banget, hemat 50% pada merchant!",2024-04-17,Instagram
436,BNI Terbaik Employee Award 2024 diumumkan hari ini.,2024-05-30,Instagram
437,"Laba BNI 2023 Rp 20T, bank terbaik pada Indonesia!",2024-04-19,Facebook
438,BNI Terbaik Pegawai Award 2024 diumumkan hari ini.,2024-06-11,Facebook
439,BNI Best Pegawai Award 2024 diumumkan hari ini.,2024-07-07,Instagram
440,"QRIS wondr BNI bikin transaksi cepat, sukses terus!",2024-06-02,Instagram
441,"QRIS wondr BNI bikin transaksi cepat, sukses terus!",2024-01-18,Instagram
442,"BNI luncurkan QRIS wondr, ada siapa sudah coba?",2024-02-01,Facebook
443,"QRIS wondr BNI membuat pembayaran cepat, berhasil terus!",2024-02-28,X
444,"BNI Direct cash operasi Rp6T, mantap!",2024-01-25,Instagram
445,"BNI bagikan dividen Rp13,9T bagi 2023, periksa berita!",2024-03-20,X
446,"HUT BNI ke-78, ada promo apa year ini?",2024-04-25,X
447,"HUT BNI ke-78, ada diskon apa tahun ini?",2024-06-05,Facebook
448,"BNI bagikan dividen Rp13,9T untuk 2023, lihat berita!",2024-07-25,Instagram
449,"BNI Direct cash transaksi Rp6T, mantap!",2024-02-22,Facebook
450,"QRIS wondr BNI membuat transaksi cepat, sukses terus!",2024-04-23,Instagram
451,"BNI distribusikan dividen Rp13,9T untuk 2023, lihat berita!",2024-03-17,X
452,"Layanan CS BNI lambat, keluhan tidak ditanggapi!",2024-05-31,Facebook
453,"BNI Direct cash operasi Rp6T, mantap!",2024-01-29,Facebook
454,"BNI dukung UMKM dengan kredit baru, info lengkap di web.",2024-02-03,Instagram
455,"BNI TapCash promo NCT 127 hebat banget, hemat 50% di merchant!",2024-05-07,Instagram
456,"TapCash BNI rusak, belum bisa dipakai di merchant.",2024-04-15,X
457,"BNI TapCash promo NCT 127 keren banget, hemat 50% di merchant!",2024-04-27,X
458,"Aplikasi BNI Mobile gangguan lagi, tolong perbaiki dong!",2024-01-12,Facebook
459,"BNI TapCash promo NCT 127 keren banget, hemat 50% di merchant!",2024-07-08,Facebook
460,"QRIS wondr BNI membuat pembayaran cepat, sukses terus!",2024-05-08,Instagram
461,"BNI TapCash promo NCT 127 hebat banget, murah 50% di merchant!",2024-02-13,X
462,BNI kenapa kok atm senantiasa antri panjang?,2024-06-12,Facebook
463,BNI Best Employee Award 2024 diumumkan hari ini.,2024-06-08,X
464,"Transaksi QRIS gagal, membuat malu di kasir!",2024-01-07,X
465,"BNI luncurkan QRIS wondr, adakah yang sudah coba?",2024-02-27,Facebook
466,"BNI Direct cash transaksi Rp6T, mantap!",2024-02-19,Instagram
467,"BNI TapCash diskon NCT 127 bagus banget, hemat 50% pada merchant!",2024-07-05,Instagram
468,"BNI dukung UMKM dengan kredit baru, data detail di web.",2024-06-06,Instagram
469,"QRIS wondr BNI bikin operasi cepat, sukses terus!",2024-02-29,Instagram
470,BNI Best Employee Penghargaan 2024 diumumkan today ini.,2024-05-05,Instagram
471,"QRIS wondr BNI membuat transaksi cepat, sukses terus!",2024-07-12,X
472,"BNI luncurkan QRIS wondr, ada siapa sudah coba?",2024-04-14,X
473,"Laba BNI 2023 Rp 20T, bank terbaik di Indonesia!",2024-04-16,Facebook
474,"BNI bagikan dividen Rp13,9T bagi 2023, cek berita!",2024-03-30,Instagram
475,BNI kenapa sih atm selalu menunggu panjang?,2024-05-05,X
476,"BNI luncurkan QRIS wondr, ada yang sudah coba?",2024-02-04,Facebook
477,"QRIS wondr BNI bikin transaksi cepat, mantap terus!",2024-06-20,Facebook
478,BNI kenapa sih atm selalu menunggu panjang?,2024-06-27,X
479,"BNI bagikan dividen Rp13,9T untuk 2023, lihat berita!",2024-03-04,X
480,"Aplikasi BNI Mobile gangguan lagi, mohon perbaiki dong!",2024-04-20,X
481,BNI kenapa kok atm selalu antre panjang?,2024-02-11,X
482,"Aplikasi BNI Mobile gangguan lagi, tolong perbaiki dong!",2024-07-09,Facebook
483,"Aplikasi BNI Mobile error lagi, mohon perbaiki dong!",2024-04-22,Facebook
484,BNI kenapa kok atm selalu menunggu panjang?,2024-02-04,Facebook
485,"Transaksi QRIS gagal, bikin malu di kasir!",2024-02-10,Instagram
486,BNI Best Pegawai Award 2024 diumumkan hari ini.,2024-05-29,Facebook
487,"Laba BNI 2023 Rp 20T, bank terhebat pada Indonesia!",2024-04-20,X
488,"BNI TapCash promo NCT 127 hebat banget, hemat 50% di merchant!",2024-04-17,X
489,"BNI luncurkan QRIS wondr, ada yang telah coba?",2024-02-22,X
490,"HUT BNI ke-78, adakah promo apa tahun ini?",2024-07-24,Facebook
491,BNI kenapa sih atm selalu antre panjang?,2024-03-03,Instagram
492,BNI kenapa kok atm selalu antri panjang?,2024-04-12,Facebook
493,"BNI TapCash promo NCT 127 keren banget, hemat 50% di merchant!",2024-07-20,Facebook
494,"QRIS wondr BNI bikin pembayaran cepat, sukses terus!",2024-07-07,Facebook
495,"Aplikasi BNI Mobile error lagi, tolong perbaiki dong!",2024-02-21,Facebook
496,"Laba BNI 2023 Rp 20T, lembaga keuangan terbaik pada Indonesia!",2024-06-16,Facebook
497,"TapCash BNI rusak, belum bisa digunakan di merchant.",2024-05-06,Facebook
498,"BNI TapCash promo NCT 127 keren banget, hemat 50% di merchant!",2024-05-03,Facebook
499,"BNI bagikan dividen Rp13,9T untuk 2023, cek berita!",2024-03-21,Facebook
500,"HUT BNI ke-78, adakah promosi apakah tahun ini?",2024-06-30,Facebook
501,BNI kenapa kok atm selalu antri panjang?,2024-05-13,Facebook
502,BNI mengapa sih atm senantiasa menunggu panjang?,2024-03-06,Instagram
503,"QRIS wondr BNI bikin pembayaran cepat, sukses terus!",2024-03-22,X
504,"BNI luncurkan QRIS wondr, ada yang sudah coba?",2024-04-21,Facebook
505,BNI kenapa sih atm setiap saat antre panjang?,2024-06-30,Instagram
506,"BNI Direct cash operasi Rp6T, mantap!",2024-04-24,X
507,"BNI distribusikan dividen Rp13,9T untuk 2023, cek berita!",2024-06-19,X
508,"BNI bagikan dividen Rp13,9T untuk 2023, periksa berita!",2024-05-08,X
509,"BNI dukung UMKM menggunakan kredit baru, data lengkap di web.",2024-03-20,Instagram
510,BNI Best Employee Penghargaan 2024 diumumkan hari ini.,2024-01-31,Facebook
511,"Layanan CS BNI lambat, aduan tidak ditanggapi!",2024-07-28,X
512,"BNI Direct cash operasi Rp6T, mantap!",2024-05-05,X
513,BNI Terbaik Karyawan Award 2024 announced hari ini.,2024-02-02,X
514,"HUT BNI ke-78, adakah diskon apa tahun ini?",2024-06-29,Instagram
515,"Laba BNI 2023 Rp 20T, bank terbaik pada Indonesia!",2024-07-24,Facebook
516,"BNI Direct cash transaksi Rp6T, mantap!",2024-01-17,X
517,"BNI Direct cash operasi Rp6T, mantap!",2024-04-04,Instagram
518,"HUT BNI ke-78, adakah promosi apa tahun ini?",2024-03-04,Facebook
519,"BNI rilis QRIS wondr, ada yang telah coba?",2024-07-01,Facebook
520,"Laba BNI 2023 Rp 20T, bank terbaik di Indonesia!",2024-02-16,Facebook
521,"Layanan CS BNI lambat, komplain belum ditanggapi!",2024-06-30,Instagram
522,"QRIS wondr BNI bikin transaksi cepat, sukses terus!",2024-01-02,Facebook
523,"BNI support UMKM dengan kredit baru, info lengkap pada web.",2024-05-05,Instagram
524,"BNI distribusikan dividen Rp13,9T untuk 2023, lihat berita!",2024-04-04,X
525,"BNI bagikan dividen Rp13,9T untuk 2023, cek berita!",2024-04-27,Facebook
526,"Layanan CS BNI lambat, komplain gak ditanggapi!",2024-07-18,Instagram
527,"BNI TapCash promosi NCT 127 hebat banget, hemat 50% di merchant!",2024-04-22,Instagram
528,"BNI Direct cash transaksi Rp6T, mantap!",2024-05-27,X
529,"BNI Direct cash operasi Rp6T, mantap!",2024-05-01,Facebook
530,"BNI support UMKM dengan pinjaman baru, info detail pada web.",2024-02-25,X
531,"BNI luncurkan QRIS wondr, ada yang sudah coba?",2024-05-02,Facebook
532,BNI Best Pegawai Penghargaan 2024 announced hari ini.,2024-07-13,Instagram
533,"BNI luncurkan QRIS wondr, ada yang sudah coba?",2024-06-20,Instagram
534,BNI kenapa sih atm senantiasa menunggu panjang?,2024-01-27,Facebook
535,"HUT BNI ke-78, adakah diskon apa year ini?",2024-05-08,Instagram
536,"BNI dukung UMKM menggunakan kredit baru, informasi lengkap di web.",2024-01-14,Facebook
537,"BNI luncurkan QRIS wondr, ada yang sudah coba?",2024-02-17,Facebook
538,"Laba BNI 2023 Rp 20T, bank terbaik pada Indonesia!",2024-01-30,X
539,"Layanan CS BNI lambat, komplain gak ditanggapi!",2024-03-21,X
540,"BNI TapCash promosi NCT 127 hebat banget, hemat 50% pada merchant!",2024-01-12,X
541,"BNI luncurkan QRIS wondr, ada siapa telah coba?",2024-04-22,X
542,BNI kenapa sih atm senantiasa antri panjang?,2024-04-09,Instagram
543,"QRIS wondr BNI bikin transaksi cepat, sukses terus!",2024-02-03,Facebook
544,"TapCash BNI rusak, belum bisa dipakai di merchant.",2024-05-14,Facebook
545,"Aplikasi BNI Mobile kesalahan lagi, mohon perbaiki dong!",2024-01-23,Facebook
546,"BNI TapCash promosi NCT 127 keren banget, hemat 50% di merchant!",2024-07-22,X
547,"BNI Direct cash operasi Rp6T, mantap!",2024-06-18,Instagram
548,"Layanan CS BNI lambat, aduan gak ditanggapi!",2024-01-03,Instagram
549,"TapCash BNI rusak, gak bisa dipakai di merchant.",2024-06-23,Instagram
550,"Ulang Tahun BNI ke-78, adakah promo apakah year ini?",2024-07-09,X
551,"Aplikasi BNI Mobile gangguan lagi, tolong perbaiki dong!",2024-03-11,Facebook
552,"BNI bagikan dividen Rp13,9T bagi 2023, lihat berita!",2024-03-02,Facebook
553,BNI mengapa sih atm senantiasa antre panjang?,2024-06-09,Facebook
554,"TapCash BNI rusak, belum dapat dipakai pada merchant.",2024-01-20,Facebook
555,"HUT BNI ke-78, ada promo apa tahun ini?",2024-03-29,Facebook
556,"Laba BNI 2023 Rp 20T, bank nomor satu di Indonesia!",2024-01-20,Instagram
557,"BNI Expo 2024 sasaran Rp1T, bangga jadi nasabah!",2024-01-21,Instagram
558,"Laba BNI 2023 Rp 20T, lembaga keuangan terbaik pada Indonesia!",2024-03-13,Facebook
559,"BNI dukung UMKM dengan kredit baru, data lengkap di web.",2024-03-02,Facebook
560,"TapCash BNI rusak, tidak dapat dipakai di merchant.",2024-01-23,X
561,"BNI rilis QRIS wondr, adakah yang sudah coba?",2024-02-05,Facebook
562,"BNI Direct cash pembayaran Rp6T, mantap!",2024-01-10,Instagram
563,"BNI Expo 2024 sasaran Rp1T, puas sebagai nasabah!",2024-04-02,X
564,"Laba BNI 2023 Rp 20T, bank terhebat di Indonesia!",2024-06-29,Facebook
565,"Laba BNI 2023 Rp 20T, bank terhebat di Indonesia!",2024-06-15,Instagram
566,"Layanan CS BNI lambat, komplain tidak ditanggapi!",2024-04-17,Facebook
567,"QRIS wondr BNI bikin transaksi cepat, mantap terus!",2024-04-16,Instagram
568,"QRIS wondr BNI bikin transaksi cepat, mantap terus!",2024-03-04,X
569,"BNI support UMKM dengan kredit baru, informasi lengkap di web.",2024-06-23,Instagram
570,"BNI Expo 2024 target Rp1T, puas jadi nasabah!",2024-06-13,X
571,"Aplikasi BNI Mobile gangguan lagi, tolong betulkan dong!",2024-05-04,X
572,"BNI bagikan keuntungan Rp13,9T untuk 2023, lihat berita!",2024-02-07,Instagram
573,"QRIS wondr BNI bikin transaksi cepat, mantap terus!",2024-01-27,X
574,"TapCash BNI rusak, gak bisa dipakai di merchant.",2024-01-11,Instagram
575,"Ulang Tahun BNI ke-78, ada diskon apakah year ini?",2024-07-31,Facebook
576,"HUT BNI ke-78, ada promo apa tahun ini?",2024-01-17,Facebook
577,"BNI TapCash promosi NCT 127 keren banget, hemat 50% di merchant!",2024-03-23,X
578,"BNI luncurkan QRIS wondr, adakah yang sudah coba?",2024-06-28,X
579,"TapCash BNI rusak, gak dapat dipakai di merchant.",2024-04-15,Instagram
580,"BNI Expo 2024 target Rp1T, puas jadi nasabah!",2024-03-10,X
581,"Transaksi QRIS gagal, membuat embarrassed di kasir!",2024-03-06,Facebook
582,"BNI bagikan keuntungan Rp13,9T untuk 2023, lihat berita!",2024-05-17,X
583,"Layanan CS BNI lambat, komplain tidak ditanggapi!",2024-03-04,Instagram
584,"BNI Direct cash transaksi Rp6T, mantap!",2024-03-03,X
585,"TapCash BNI rusak, gak bisa digunakan di merchant.",2024-02-19,Facebook
586,"QRIS wondr BNI membuat transaksi cepat, berhasil terus!",2024-04-08,Facebook
587,"Laba BNI 2023 Rp 20T, bank nomor satu di Indonesia!",2024-06-09,X
588,"BNI TapCash promo NCT 127 keren banget, hemat 50% di merchant!",2024-04-29,X
589,"BNI Expo 2024 target Rp1T, bangga jadi nasabah!",2024-07-15,X
590,"BNI Direct cash transaksi Rp6T, mantap!",2024-04-20,Facebook
591,"QRIS wondr BNI bikin transaksi cepat, sukses terus!",2024-05-26,Instagram
592,"Transaksi QRIS gagal, membuat malu pada kasir!",2024-05-09,Facebook
593,"BNI Direct cash pembayaran Rp6T, mantap!",2024-06-28,X
594,"BNI Direct cash pembayaran Rp6T, mantap!",2024-05-19,Facebook
595,BNI Terbaik Employee Award 2024 diumumkan hari ini.,2024-03-09,Facebook
596,"Transaksi QRIS gagal, membuat embarrassed di kasir!",2024-01-29,Facebook
597,"TapCash BNI rusak, tidak mampu digunakan pada merchant.",2024-05-29,Instagram
598,"QRIS wondr BNI bikin transaksi cepat, sukses terus!",2024-06-11,Facebook
599,"BNI TapCash promosi NCT 127 keren banget, hemat 50% pada merchant!",2024-03-13,Facebook
600,"Laba BNI 2023 Rp 20T, bank terhebat pada Indonesia!",2024-02-26,Facebook
601,"BNI TapCash promosi NCT 127 hebat banget, hemat 50% di merchant!",2024-06-01,Instagram
602,"BNI Expo 2024 target Rp1T, senang menjadi nasabah!",2024-06-25,Instagram
603,"BNI Expo 2024 tujuan Rp1T, puas jadi nasabah!",2024-03-10,X
604,"BNI Direct cash pembayaran Rp6T, mantap!",2024-04-22,Facebook
605,"QRIS wondr BNI bikin operasi cepat, mantap terus!",2024-05-09,Instagram
606,"Aplikasi BNI Mobile error lagi, tolong perbaiki dong!",2024-03-27,Instagram
607,"BNI TapCash promo NCT 127 keren banget, hemat 50% di merchant!",2024-03-01,Facebook
608,"Laba BNI 2023 Rp 20T, bank nomor satu di Indonesia!",2024-04-26,Facebook
609,BNI kenapa kok atm selalu antre panjang?,2024-06-25,Instagram
610,"Aplikasi BNI Mobile error lagi, tolong perbaiki dong!",2024-04-23,Facebook
611,"BNI Direct cash pembayaran Rp6T, mantap!",2024-05-21,X
612,"BNI luncurkan QRIS wondr, ada siapa sudah coba?",2024-04-28,X
613,"TapCash BNI rusak, belum bisa digunakan di merchant.",2024-07-22,X
614,"BNI Direct cash operasi Rp6T, mantap!",2024-02-02,Facebook
615,"BNI distribusikan dividen Rp13,9T untuk 2023, lihat berita!",2024-04-16,Instagram
616,"HUT BNI ke-78, ada promosi apakah tahun ini?",2024-06-13,X
617,"QRIS wondr BNI bikin pembayaran cepat, berhasil terus!",2024-04-19,X
618,"BNI TapCash diskon NCT 127 hebat banget, hemat 50% di merchant!",2024-02-13,Instagram
619,"BNI dukung UMKM dengan kredit baru, informasi lengkap di web.",2024-01-02,Facebook
620,"Ulang Tahun BNI ke-78, ada promosi apa tahun ini?",2024-06-04,Instagram
621,"Laba BNI 2023 Rp 20T, bank nomor satu di Indonesia!",2024-06-21,Instagram
622,"BNI Expo 2024 tujuan Rp1T, bangga jadi nasabah!",2024-07-15,Facebook
623,"BNI Direct cash operasi Rp6T, mantap!",2024-07-09,X
624,"Aplikasi BNI Mobile error lagi, mohon perbaiki dong!",2024-05-08,Facebook
625,"Layanan CS BNI lambat, aduan gak ditanggapi!",2024-07-08,Facebook
626,"BNI TapCash promosi NCT 127 bagus banget, hemat 50% di merchant!",2024-04-18,X
627,"Transaksi QRIS gagal, membuat embarrassed di kasir!",2024-07-17,Instagram
628,"BNI rilis QRIS wondr, ada yang sudah coba?",2024-03-05,Facebook
629,"BNI TapCash diskon NCT 127 hebat banget, hemat 50% di merchant!",2024-02-21,Facebook
630,"BNI Direct cash transaksi Rp6T, mantap!",2024-03-22,X
631,"BNI bagikan dividen Rp13,9T untuk 2023, lihat berita!",2024-03-24,Instagram
632,BNI Best Pegawai Award 2024 diumumkan hari ini.,2024-07-13,Instagram
633,"Layanan CS BNI lambat, keluhan gak ditanggapi!",2024-01-12,Facebook
634,BNI kenapa sih atm selalu menunggu panjang?,2024-03-10,Instagram
635,"BNI Expo 2024 target Rp1T, bangga sebagai nasabah!",2024-05-23,X
636,"BNI Expo 2024 sasaran Rp1T, senang sebagai nasabah!",2024-01-28,X
637,"TapCash BNI rusak, belum bisa dipakai di merchant.",2024-05-16,X
638,"BNI Direct cash pembayaran Rp6T, mantap!",2024-07-18,Facebook
639,"Laba BNI 2023 Rp 20T, lembaga keuangan nomor satu di Indonesia!",2024-05-19,Instagram
640,"Laba BNI 2023 Rp 20T, lembaga keuangan nomor satu di Indonesia!",2024-07-18,X
641,"QRIS wondr BNI bikin operasi cepat, mantap terus!",2024-02-27,Facebook
642,"BNI Direct cash operasi Rp6T, mantap!",2024-06-10,X
643,"BNI TapCash promosi NCT 127 keren banget, murah 50% di merchant!",2024-02-17,Facebook
644,"BNI TapCash promosi NCT 127 bagus banget, hemat 50% di merchant!",2024-07-15,Instagram
645,"BNI Expo 2024 sasaran Rp1T, bangga menjadi nasabah!",2024-06-20,Instagram
646,"BNI bagikan dividen Rp13,9T untuk 2023, cek berita!",2024-01-20,Facebook
647,"TapCash BNI rusak, gak bisa dipakai di merchant.",2024-02-01,Facebook
648,"Transaksi QRIS gagal, bikin malu di kasir!",2024-03-18,Facebook
649,BNI Best Employee Award 2024 diumumkan hari ini.,2024-05-22,Instagram
650,"Aplikasi BNI Mobile kesalahan lagi, mohon perbaiki dong!",2024-04-22,X
651,"BNI Expo 2024 target Rp1T, puas jadi nasabah!",2024-03-08,Facebook
652,BNI kenapa sih atm setiap saat menunggu panjang?,2024-04-05,Facebook
653,BNI kenapa sih atm selalu menunggu panjang?,2024-07-23,Instagram
654,"BNI dukung UMKM dengan kredit baru, info detail di web.",2024-03-19,Facebook
655,"BNI TapCash promosi NCT 127 hebat banget, murah 50% di merchant!",2024-06-25,Facebook
656,"BNI Expo 2024 target Rp1T, bangga menjadi nasabah!",2024-01-28,X
657,"BNI Expo 2024 target Rp1T, puas jadi nasabah!",2024-01-02,Facebook
658,"BNI TapCash promo NCT 127 keren banget, hemat 50% di merchant!",2024-04-11,Facebook
659,"Layanan CS BNI lambat, komplain belum ditanggapi!",2024-01-23,X
660,"Transaksi QRIS gagal, bikin malu pada kasir!",2024-05-02,Facebook
661,"BNI Expo 2024 sasaran Rp1T, bangga menjadi nasabah!",2024-02-19,Instagram
662,"BNI luncurkan QRIS wondr, ada yang sudah coba?",2024-02-17,X
